source_language,target_language,source_text,target_text
Dholuo,Swahili,"Makerere higa mar aluf achiel gi miya chiko gi piero chiko gi auchiel nyaka aluf achiel gi miya ochiko gi piero chiko go chiko Skunde mag sekondar, Dambiza School higa mar aluf achiel gi miya ochiko gi piero chiko ga riyo nyaka aluf achiel gi miya ochiko gi ochiko MAMOKO Satifiket mar kony ne joma oyudo masira Satifiket mar riembo mtoka GIK MIHERO TIMO Tugo opich tielo; somo buge kod bayo.DIGRI daktar","Makerere 19961999 Masomo ya Sekondari, Shule ya Dambiza 19921999 MENGINEYO Stashahada ya ushauri wa wahasiriwa wa mikasa Cheti cha uendeshaji magariURAIBU Kucheza voliboli; kusoma vitabu na kutalii MASHAHADkt."
Dholuo,Swahili,"Gie sani, nengo mar gik moko nyalo dhi piny kendo miyo ng'ato ka ng'ato obed gi pesa morome.",Sasa bidhaa hizo husafirishwa kiurahisi hivyo basi kufanya bei zake kupungua na kumwezesha kila mwananchi
Dholuo,Swahili,Bende nokong'eyo jal mane wiye rach mane itero e od thieth. ,Pia hakujua nani waliokuwa wakimpeleka mwenda wazimu huyo hospitali. 
Dholuo,Swahili,Mano en nikech alwora ma ji odakie en kama ber ahinya.,Hii ni kwa sababu mazingira haya yana umuhimu mkubwa katika maisha ya binadamu.
Dholuo,Swahili,"Ka ng'ato otho, to ngimane lal chuth.",Napo panafa pawe pasafi.
Dholuo,Swahili,Nyasi mag mor kod yueyo ne itimo e ute ji mopogore opogore.,Sherehe zilifanyika nyumbani bila kutangamana na familia yote. 
Dholuo,Swahili,Amanyo pesa ang'ad godo otiko mar ndege adwa dhi loka,Natafuta pesa ya tiketi ya ndege nataka kuenda nje ya nchi 
Dholuo,Swahili,wadwaro ng'eyo gima omiyo en ka!,Tunataka kujua yuko hapa kwa sababu gani!
Dholuo,Swahili,Kar tedo olil,Jikoni imechafuka
Dholuo,Swahili,"Ripot machuok madhi ne grup moro mar ji kata komiti moro nyalo chakore gi adres mar grubno, tarik","Ripoti fupi ambayo inaenda kwa kundi la watu au kamati huweza kuanza na anwani ya kundi husika, tarehe , kongwezi."
Dholuo,Swahili,"Kuonde mochido, ji mang'eny yudo tuoche kaka kolera, choke, kod kute moko makelo tuoche mag lith tielo koda lith lwedo, kendo mano ketho ngima koda nyalo mar paro.","Katika mazingira chafu, watu wengi hupata magonjwa kama vile kipindupindu, kutapika na kimelea unaomuma kwa vidole vya miguu.mikono, tena hufanya mwanadamu hukosa afya nzuri na kutofikiria vizuri."
Dholuo,Swahili,Ogendini mang'eny ma ne odak e pinje mag Ulaya ne olalo wedegi e bwo loch mar Amerka.,Jamii nyingi za upande wa magharibi ndizo zilizoathirika zaidi na kupoteza wapendwa wao ikiongozwa na Marekani. 
Dholuo,Swahili,Rieny taya oduoko weche maundu chien,Kuwaka kwa mataa imepunguza ujambasi
Dholuo,Swahili,Nowuok kuma ne obete. ,Alianza kujizoa alipokuwa ameketi. 
Dholuo,Swahili,Ok ne omose kata ng'eyo kaka odhi. ,Hakumwamkua wala kumjulia hali. 
Dholuo,Swahili, Ahero nyithindo matiyo matek,Napenda watoto wakifanya kazi 
Dholuo,Swahili,Mjumbe marwa biro wuoyo kodwa kawuono.,Mbunge wetu anakuja kutuongelesha leo
Dholuo,Swahili,Wan kanyakla e kuyo mar owadu,Tuko pamoja kwa msiba wa ndugu wako
Dholuo,Swahili,Agulu tedo chiemo mamit,Chakula kilichopiwa kwenye chungu huwa kitamu
Dholuo,Swahili,Mary ne owere gi chuore,Mary aliachana na bwana yake 
Dholuo,Swahili,Janeko chando ji e chiro.,Mwenda wazimu anasumbua watu sokoni
Dholuo,Swahili,Loo otuo bang' chieng' rieny,Kumekauka baada ya jua kuwaka
Dholuo,Swahili,"Mano ber, noduoko. ","Vyema,  alijibu. "
Dholuo,Swahili,Achiel kuom yore mag tieko dhier en tiyo gi puothe e loso pesa.,Mkakati mmoja wa kuwasaidia watu kuondokana na umaskini ni kupitia kilimo cha kibiashara.
Dholuo,Swahili,Jalup jatend piny zimbabwe kembo mohadi ogueyo tao.,Naibu wa rais wa Zimbabwe mheshimiwa Kembo amejiuzulu.
Dholuo,Swahili,"Ginyalo bedo kuom puonjo jogo ma nigi migawo, derepe, kod jopiny e wi ber mar luwo chike, ng'eyo ting ' ma ng'ato ka ng'ato nigo e geng'o masira mar ndara, kendo keto ranyisi ni kik ng'ato ng'ad ndara.","Zinawezwa kusababishwa kwa kuwaelimisha washikadau, madereva na wananchi kuhusu umuhimu wa kufuata masharti kujua jukumu la kila mtu katika kuzuia ajali barabarani, unaweza kuweka mabango yenye kuonyesha hamna ya kuvuka barabara. "
Dholuo,Swahili,nan,ya shule ya upili. 
Dholuo,Swahili,Nyiri nimatek ahinya,Wasichana wako pagumu sana.
Dholuo,Swahili,"Nochakore nade, kanye to seche mage? ",Nalilikuanzia vipi Saa ngapi na wapi? 
Dholuo,Swahili,Paro kuom nyathine Tumaini nomako chunye. ,Wazo juu ya mwanawe Tumaini lilimwuguza maini na kumwuguza moyo. 
Dholuo,Swahili,"Ng'ato nyalo dhi gi mtoke e kar loso mtokni, to ka ok ochul pesa mang'eny, to iketo ne gigo ma ok owinjore gi mekanika go.",Mtu anaweza kupeleka gari lake gereji na kulipa pesa kidogo na mekanika hao wamwekee vyombo chakavu kwa kuwa amewalipa pesa kidogo.
Dholuo,Swahili,"Mokwongo, sirkal onego okony jopur mondo ong'e kaka ginyalo uso keyo gi.","Kwanza, serikali inafaa kuwasaidia wakulima kuuza mazao yao."
Dholuo,Swahili,Pare ni olor pong,Wamefunga kisiagi 
Dholuo,Swahili,mutua owacho ni gidhi timo duto eneno ni chike oluu kod jok maketo videos e mbui,Mutua alisema kuwa watafanya yote wawezayo ili kuhakikisha kuwa watu wote wanaoweka video mtandaoni ziwevideo sawa
Dholuo,Swahili,Jago moro owito ngimane emasira mar apaya e apaya ma mombasa -voi.,Mtu mmoja amepoteza maisha yake katika barabara ya Voi kuelekea Mombasa
Dholuo,Swahili,Gik ma ne itiyo godo e goyo opich tielo.,Mathalani ya mpira kwenye ngawa kandanda.
Dholuo,Swahili,Simba nyaka mi duong.,Yesu lazima asifiwe
Dholuo,Swahili,"Mogik, adwaro jiwo ji mondo oluw chike mag corona kod chike moketi mondo odwok piny kwan mag tuo mar corona nikech geng'o ber moloyo thiedho, kendo ka oganda omedo bedo motegno, to mano konyo.","Kwa kumalizia ningependa kuwahimiza watu wafuate sheria za korona na kanuni zilizowekwa ili tupunguze visa vya korona kwani kinga ni bora kuliko tiba, na taifa likiimarika hunufaika. "
Dholuo,Swahili,Otenga omako gweno.,Mwewe amechukua kuku
Dholuo,Swahili,"Maneja nochung' malo,en ang'o?","Meneja alimaka,  Kulikoni?"
Dholuo,Swahili,Kinda ma kamago nyalo bedo machuok ka ng'ato nigi pesa moromo.,Shughuli zinaweza kucheleweshwa na ufadhili wa kutosha.
Dholuo,Swahili,"Ji mang'eny timo kamano nikech gidwaro ni ji opar ni gin joma osomo ahinya, kendo ni gin gi nyalo moro.",Watu wengi hufanya haya kwa kutaka kuonekana kuwa wameendelea kielimu na hata kuwa na
Dholuo,Swahili,"Nitie joma manyo chiemo e kuonde yugi, kendo kinde mang'eny gihinyo bedo gi tuwo mar kolera.","Kunao watu ambao hutafuta chakula katika biwi za taka taka, hawa mara kwa mara hukumbwa na maradhi ya kipindupindu."
Dholuo,Swahili,"Nodhi e duka kendo ong'iewo rob, moruaye go, mowuothe kode, nobiro kode kendo odonjo kode e ode mochako yuak kogolo mirima. ","Alienda dukani akanunua rob,  akamsugua,  akambembeleza,  akaja naye akaingia katika chumba chake akafunga mlango akaanza kulia kutoa joto. "
Dholuo,Swahili,We adhi mbele gi tijega.,Wacha niendelee na kazi zangu.
Dholuo,Swahili,"Kata kamano,e ting' wa mondo watim gik mowinjore,kendo tamore mago ma ok owinjore.","Hata hivyo, ni jukunu la kila mmoja wetu kuendeleza mila zenye mwongozo aushini na kukataa zile duni kwa kinywa kipana."
Dholuo,Swahili,Koro ichako paro. ,Sasa umeanza kuwaza. 
Dholuo,Swahili,"Mary Auma, modak Nairobi wacho ni: ""Jochan ojwang' kendo ok ginyal loyo chandruogegi.","Watu maskini huwa wanaachwa kujitetea kwa njia zote bila mafanikio,"" asema Bi Mary Auma, ambaye ni mkazi wa Nairobi. "
Dholuo,Swahili,NHIF chiwo pesa ne chenro maok kal nyadiriyo e juma.,NHIF hugharamia vipindi visivyozidi viwili kila wiki.
Dholuo,Swahili,"Kuom mano, wuoyo en gima ber kaka achiel kuom gik ma itero godo ote, en gima timore seche go kendo duoko yudore kanyo anyo, bende okelo yot nikech dwol ema itiyo godo. ","Hivyo basi mazungumzo ni nyenzo ambayo ni ya maana sana katika mawasiliano ya binadamu kwa sababu ni ya ana kwa ana na majibu ni ya papo hapo,  haina gharama kubwa kwa kuwainahitaji sauti. "
Dholuo,Swahili,Donji e chiro,Ingia sokoni
Dholuo,Swahili,kik itimne gimoro manyalo mi opar ni twak mane obedogo en gima olil. ,Usimfanye yeyote kuhisi kuwa mahojiano aliyofanyiwa ni mjango. 
Dholuo,Swahili,Aneni kachal ni imanyo kom adier.,Nimekuona nikama unatafuta kiti kweli.
Dholuo,Swahili,"wachore ni ne owuok Wuhan, piny mar China, e gweng' ma Hubei. ","Unaaminiwa kuwa ulitoka Wuhan,  nchini China,  katika mkoa wa Hubei: "
Dholuo,Swahili,"Mtoka dwaro mo mondo oringi. Keendo kaka cham dwaro pi mondo odongi, e kaka dhano bende dwaro pi maler.","Magari huhitaji mafuta kupiga hatua hivyo hivyo mimea huhitaji maji kunawiri, nae mwanadamu huhitaji maji safi."
Dholuo,Swahili,Kata kamano olero ni kue osechako dok mosmos egwengego.,Hata hivyo amesema kuwa amani imeanza kurejea sehemu hiyo
Dholuo,Swahili,Kanindo ohingi kirito ti timo nang'o?,Hukishikwa na usingizi ukilinda unafanyaje.
Dholuo,Swahili,"Kuom jogo ne nitie ojana matin mane ja klas ang'wen, ne en gima chando chuny ahinya. ","Kati yao kulikuwa na kijana barubaru wa darasa la nne,  ilikuwa kitu cha kustahabisha mno moyoni. "
Dholuo,Swahili,"Kuom adier, somo en kaka nam maduong' onge giko.","Ama kweli, elimu ni bahari haina mwisho."
Dholuo,Swahili,Wadak e piny ma rach,Tumeishi kwa dunia mbaya 
Dholuo,Swahili,Mia kata achiel,Nipatie hata moja.
Dholuo,Swahili,"Mokwongo, mibadhi landore e piny.",Kwanza kabisa ufisadi huenea nchini.
Dholuo,Swahili,"Tuwoni en tuwo minyalo thiedhi, kata kamano, en tuwo ma ng'ato yudo ka tek ahinya weyo nikech en tuwo mar del.",Ugonjwa huu unatiba lakini kupona kwake ni kwa ugumu sana kwa vile uchungu mwilini huwa wa kifani.
Dholuo,Swahili,Ng'eny ji ok ong'eyo ni piny medo mana bedo maliet.,Mtu wa kawaida hajui kuhusu ongezeko la joto duniani.
Dholuo,Swahili,igeno chope edoho ma nairobi eodiechieng kuma ne ochaki etielo mokuon go mar chenrono ,Anatarajiwa kufikishwa mahakamani leo katika awamu ya kwanza
Dholuo,Swahili,Chakruok ne dhi kwedogi nikech yie gi gima kweregi ne puonjo,Mwanzo ingewakashifu kwa kukubali kile ambacho mababu zao
Dholuo,Swahili,Chak opoto,Maziwa imeganda.
Dholuo,Swahili,Jodala no ber gi oala mar uso geche,Watu wa hio familia wanaelewa biashara ya kuuza magari
Dholuo,Swahili," Kaunti ma kisii osebedo gi ikruok mar nyasi mar Madaraka day,  (chieng' ma piny kenya noyude loch)  Chenro mag kodo e alap mar tuke mar Gusii ka jo kisii iko mar timo nyasi no makende.  Tarik 01/06/2020. ","Kaunti ya Kisii yaanza kujiandaa kwa sherehe za Madaraka Dei UKARABATI umeanza katika uga wa michezo wa Gusii huku Kaunti ya Kisii ikijiandaa kuwa mwenyeji wa sherehe za Madaraka zitakazoandaliwa uwanjani humo,  Juni 1,  2020. "
Dholuo,Swahili,"tugo no ne neno ka achiel kuom seche ma gipuonjre ye,ka Tuchel yueyo kaka Angel Di Maria, Thiago Silva Marco Veratti to gi gol kipa Keylor Navas","Mechi yenyewe ilionekana kama mojawapoya vipindi vya mazoezi, huku Tuchel akipumzisha nyota kama Angel Di Maria, Thiago Silva Marco Verratti na kipa Keylor Navas."
Dholuo,Swahili,Pinyruoth kod jotelo onego okonywa mondo waikre ne ngima.,"""Serikali na viongozi wanafaa kutu saidia tuinuke kimaisha."
Dholuo,Swahili,"Weche ma ne odonjnegigo Gavana Sonko ne dhi kelo ywaruok maduong ' e taondno, mana kaka ne otimore ne Gavana Waititu, Kiambu County, Gavana Kasaine ma Samburu, kod mamoko.","Mashtaka yanayomkabili Gavana Sonko yataleta mgogoro wa utawala jijini na kama ilivyo kwa Gavana Waititu, katika kaunti ya Kiambu, Gavana Kasaine wa Samburu na kadhalika."
Dholuo,Swahili,an kaka nyadhi skundni machon ne daher betb kodu e odiochieng' maduong' kama,Mimi kama mwanafunzi wa zamani wa shule hiyo ningefurahi sana kujumuika nanyi katika shughuli hii muhimu.
Dholuo,Swahili,"Somo mar lwedo en somo mamiyo ng'ato yudo  tiegruok e skul mag tije lwedo, kendo mano miyo ng'ato bedo gi nyalo mar tiyo tije lwedo ka ondike kata kare owuon ",MASOMO YA KIUFUNDI Masomo ya kiufundi ni masomo ambayo yanapatia watu ujuzi wa kufanya kazi kwa mkono viwandani au kujiajiri mwenyewe.
Dholuo,Swahili,Echesa mane en jatend migao mar tuke pachoka rashid echesa kiny maen en bang kane ochwale edoho ma kiambu kawuono kama sirikal okwaye edohono ochiw thuolo ne obila omed loro ne kuom thuolo mar ndalo 7,Serikali imeiomba mahakama ya Kiambu kumzuia aliyekuwa waziri wa michezo Rashid Echesa kwa siku saba ili ifanye uchunguzi zaidi. 
Dholuo,Swahili,"Koro, donge mago oroma?","Je,  si hayo yananitosha?"
Dholuo,Swahili,Parruok mang'eny nomaka. ,Migongano ya waza wazua ilinitawala pakubwa. 
Dholuo,Swahili,dichwo gi dhako:,jinsia:
Dholuo,Swahili,Ang’o maomiyo ugoyo koko?,Kwa nini mnapiga kelele?
Dholuo,Swahili,Bende iyieng’ maber?,"Je, umeshiba vizuri?"
Dholuo,Swahili,En gima lit ahinya rito joodwa ma ne odong ' bang ' tho chwora.,"Tunasumbuka sana kulea familia tulizoachwa nazo baada ya waume wetu kufariki,"" akase ma Bi Mercy Muriuki. "
Dholuo,Swahili,Puothi otimo ombugu.,Shamba yako kuna nyasi nyingi
Dholuo,Swahili,Ne en kama opong' gi timbe anjawo.,Alikuwa na mazingira chafu.
Dholuo,Swahili,Okonyo ng'ato e ng'eyo gigo ma en godo,"Humsaidia mtu kujua vitu alivyo navyo,  au anavyohitaji ama hata kujua anavyohiki kupunguza"
Dholuo,Swahili,"Gimoro amora manyalo hinyo dhano, le, kata mana yien.","Madhara ni kitu chochote ambacho huathiri binadamu, wanyama na hata mimea."
Dholuo,Swahili,Abiro biro mondo awuo kodu sa asaya muyudoe thuolo.,Niko tayari kwa mahojiano wakati wowote ule mtakaponipa.
Dholuo,Swahili,"Ranyisi ber nikech, iloke kendo iyudo kata ng'eyo gima timore, maok imanyo tiende ahinya. kuom ranyisi, ranyisi mag apaya nyiso gima onego ititm e seche ma iriembo nyamburko kata ka iwuotho e yo. ",Ishara ni muhimu kwa kuwa wanadamu huitafsiri na kupata ujumbe kutoka kwake bila kutaka maelezo zaidi kwa mfano alama za trafiki huonyesha vitendo anuwai  vinavyohitajika wakati wa kuendesha gari au kutembea barabarani.   
Dholuo,Swahili,"Chanjo go gin kaka: Morderna,  Pfizer,  Viral Vector,  Johnson gi Johnson's,  Janveen,  Astra Zenera gi mano mar MrNa.","Chanjo hizi ni kama Morderna,  Pfizer,  Viral Vector,  Johnson and Johnson's,  Janveen,  Astra Zenera na chanjo ya MrNa."
Dholuo,Swahili,Ne oparore ahinya chieng' tich abich godhiambo no. ,Alishangaa ghaya ya kushangaa Ijumaa hiyo alasiri. 
Dholuo,Swahili,"Mondo omi wageng' tuoche, dwarore ni waywe muya maler.",Hewa tunayopumua inafaa kuwa safi ili tuusiambukizwe magonjwa.
Dholuo,Swahili,Ketho yiende e yo ma ok oparo kelo hinyruok ne piny.,Watu wanapokata miti kiholela huaribu mazingira.
Dholuo,Swahili,Chike makende mag tiyo gi gik ma iyudo godo ote oseketi. ,nan
Dholuo,Swahili,Kidari ne odong' oko ka Kisuli to ne oor. ,Kidari alikuwa kakiacha nje huku misuli imetutuma. 
Dholuo,Swahili,Nyathii no inyore ahinya ,Huyo mtoto anaumia sana 
Dholuo,Swahili,"kar duoke, Kijasiri ne okwako wuode magi ling thi kanyo jka kidid ma onge' ngima koda muya. ","Badala ya kumjibu,  kKijasiri alimkumbatia mwanawe na wakatulia pale kama jiwe ambalo halikuwa na uhai wala pumzi za kuvuta. "
Dholuo,Swahili,Ngwona kuom wacho kamano.,Nisamehe kwa kusema hivyo.
Dholuo,Swahili,"Koro wan bende ipenjowa mondo wakwed kendo watamre timbe mag mibadhi e Piny, mana kaka ondiki ei Muma.",Sasa tunaombwa na sisi pia tupinge na kukataa kufanya ufisadi Nchini kama vile ilivyoandikwa katika Bibilia. 
Dholuo,Swahili,Kijasiri noparo kane odhi kame iruakeji. ,Kijasiri aliwaza alipokuwa anaelekea mapokezini. 
Dholuo,Swahili,Omenda gi noti godo eyo marach emane wach mar jo bilion mag korona owuoke. ,Pesa hizi zilitumika vibaya ndipo kukawa na kandarasi ya Misamiati ya mabilioni ya uviko19. 
Dholuo,Swahili,Adwa lwoko nyiewiya ,Nataka kuosha nywele yangu 
Dholuo,Swahili,Tich norumo bang' ndalo adek,Kazi ilimalizika kwa siku tatu
Dholuo,Swahili,"Kendo kaka wang'eyo, ok en gima ber bedo gi lowo motwo nikech nyithindo matindo nyalo chamo lowo motwo kendo yudo tuoche mag ich.",Na vile tunafahamu ni vibaya kuweka mazingira chafu kwa sababu watoto wadogo wanaweza kula uchafu huu na kupata maradhi ya tumbo.
Dholuo,Swahili,Adhi lielo wiya,Naenda kunyoa kichwa changu.
Dholuo,Swahili,Mano emomiyo minista mar alwora osechano mondo ji obed gi kembe e wang'a nderni mondo gipuonjre ber mar rito ler e alwora margi.,Ndio maana waziri wa mazingira amepiga kambi mtaani ili watu wajifunze umuhimu wa usafi katika mazingira yao.
Dholuo,Swahili,"To ok mana derepe kende, nyaka jowuoth bende kelo midhiero e wang' apaya wigi tek, gitamre tweyo misip, moko bende idho mitokni mopong' gi jowuoth. ","Sio madereva pekee bali pia abiria wenyewe huchangia katika ajali za bararbani wao huwa vichwa ngumu kwa kutofunga mikanda,  utingo pia huabiri abiria wengi kupita kiwango cha basi. "
Dholuo,Swahili,Ne ondiko buge mang'eny e dho Swahili ma sani itiyogo e skunde matindo koda mamalo e Uganda kod Tanzania., Ameandika msururu wa vitabu vya Kiswahili ambavyo kwa sasa vinatumiwa   kufundishia shule za msingi na upili nchini Uganda na Tanzania.  
Dholuo,Swahili,"Mogik, dongruok e yore mag tudruok koda teknoloji osemiyo","Nikimalizia, kukua kwa mfumo wa mawasiliano na teknolojia kumeipa"
Dholuo,Swahili,"Nikech andike duto oket e buk, ng'ama okong'eyo somo ok  nyal yudo ote kendo konyre kod gi. ",Kwa kuwa maandishi yamenakiliwa kwa kitabu hivyo basi asiyejuwa na kusoma haelewi au kupata kufaidika na ujumbe aliokusudiwa yeye kupokea. 
Dholuo,Swahili,wengega lit koro arwako angolo tinde,Macho yangu inaniuma sasa ninavaa miwani 
Dholuo,Swahili,"Ne wan gi kinde matin ahinya mar ikruok ne tuke mag East Africa, kata kamano sani wan gi kinde maber kendo ageno ni wabiro loso ketho ma ne watimo, Mulinge nowacho.","Tulikuwa na muda mchache wa kujiandaa kwa mashindano ya Afrika Mashariki, lakini sasa tuna muda mzuri na ninaanini tutarekebisha makosa yetu, alisema Mulinge."
Dholuo,Swahili,"Sani sani an eyo, ok abideko yawa.","Sasa hivi niko njiani, satachelewa."
Dholuo,Swahili,"Dhano osewang'o yiende kendo wang'o makaa, to mano osemiyo lowo obedo kama pi gi yamo nyalo chopoe.","Watu wamekata miti na kuchoma makaa, hiyo imefanya udongo kuwa huru na huweza kubebwa na maji na upepo kwa urahisi."
Dholuo,Swahili,Nyathi osechako wuoth,Mtoto ameanza kutembea
Dholuo,Swahili,Ng'ato ka ng'ato kuom jokanyo mag NHIF biro chulo pesa duto ma ne opogorego kaluwore gi winjruok ma NHIF otimo gi osiptandno. Jokanyo mag NHIF biro chulo pesa duto ma ne opogorego ka gitiyo gi yorno kata ka gitiyo gi yorno.,Malipo haya yanalingana na mkataba kati ya NHIF na hospitali husika Wanachama watatakiwa kulipia tofauti ya gharama husika aidha wao wenyewe au kupitia bima ingine ya matibabu.
Dholuo,Swahili,"Ka onge pur, to Kenya ok bi bedo gi dongruok maber, nimar pur en gima duong' ahinya e pinyno.",Bila kilimo uchumi wa Kenya utazidi kuzoroteka sana kwa kuwa kilimo ni muhimu sana.
Dholuo,Swahili,un jomage?,Kwani sisi ni nani?
Dholuo,Swahili,Japuonjre: kuom mano jatelo onego chal nade mondo kik obed ng'ama nigi akwede? ,Mwanafunzi:  Kwa hiyo kiongozi anafaa kuwa na nini ili asionekane kuwa yule waubaguzi
Dholuo,Swahili,"Tok tero gi nyango, nyaka negi bed joma odimbore.","Baada ya tohara, walitarajiwa kuwa na staha."
Dholuo,Swahili,Ing’eyo gedo?,Unajua kujenga?
Dholuo,Swahili,Negi dwaro mondo apimne gi weche mag mwandu wuonwa.,Waliniamuru niwaelezee kinagaubaga kuhusu mali ya baba yangu.
Dholuo,Swahili,Wadhii wawuothi matin,Twende tutembee kiasi 
Dholuo,Swahili,"Bende onego opuonjgi ni ka ogaw law makwar to mano nyiso ni nitie masira manyalo betie, omiyo ng'ato nyaka bed mabor gi jomamoko, kendo onego opuonjgi ni ka ok ogaw law makwarno to masira biro yudo ng'ato.","Waelimishwe pia kuwepo kwa kitambaa chekundu kunaarifu hatari, hivi basi lazima mtu ajitenge na mengine mengi yaelimishwe maana yasipozingatiwa kwa hakika ajali itatokea."
Dholuo,Swahili,Jogi ok dwar ni warom.,Hawa watu hawataki tukutane.
Dholuo,Swahili,Tuda gitich,Niunganishe na kazi.
Dholuo,Swahili,Lit ma bedoe nikech gik mochido kaka malaria kod kute mag ayaki en gima lit ahinya.,"Madhara ya uchafu wa mazingira mbaya sana kwa kama vile mangojwa mbalimbali kama: malaria, kipandupindu."
Dholuo,Swahili,Aguch cdf onego obed ni yudo sh.billion 41 ehik omenda masani ma 2020/2021.,Hazina ya CDF inafaa kupokea shilingi bilioni arubaini na moja katika mwaka wa fedha wa 2020/2021
Dholuo,Swahili,Otek manadeni,Nigumu kivipi?
Dholuo,Swahili,Jakom odm epachoka migosi john mbadi olero ni moluor raila odinga emadhi fuadho bendech odm elaro kom ker eyiero mabiro.,Mwenyekiti wa ODM John Mbadi amesema kuwa Raila ndiye atapeperusha bendera ya chama cha hicho kuwania urais
Dholuo,Swahili,Wadhi chodho pi ., Tunaenda kusafisha kisima.
Dholuo,Swahili,"ma wuok Lamu nene osingre chulo ne nyako no pesa mar somo maromo siling aluf piero abich kod adek mar higa mangima, morome tieko sombe mar fom mokwongo","wa Lamualiahidi kumlipia msichana huyo karo ya Sh53,000 ya mwaka mzima, kumweze sha kumaliza masomo yake ya kidato cha Kwanza. "
